obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('0',)",31.2602005005,1,0,1038.09250166,29,21,2,3.12602005005,29,5,3746540943.73,3746540943.83,3652646406.9,44.52757,-125.38075,0.0,34.6232915,29,21,internal_timestamp,2255.75,29,21,904105,1443657606,1.79120004177,29,29,3652646406.9
"('1',)",31.261100769,1,0,1038.10639042,29,21,2,3.1261100769,29,5,3746540943.73,3746540943.83,3652646417.9,44.52757,-125.38075,0.0,34.6233378973,29,21,internal_timestamp,2258.82006836,29,21,897047,1443657617,1.7907999754,29,29,3652646417.9
"('2',)",31.2616996765,1,0,1038.12018082,29,21,2,3.12616996765,29,5,3746540943.73,3746540943.83,3652646428.9,44.52757,-125.38075,0.0,34.623226916,29,21,internal_timestamp,2261.88989258,29,21,901691,1443657628,1.79019999504,29,29,3652646428.9
"('3',)",31.2628002167,1,0,1038.13426205,29,21,2,3.12628002167,29,5,3746540943.73,3746540943.83,3652646439.9,44.52757,-125.38075,0.0,34.6235208671,29,21,internal_timestamp,2264.95996094,29,21,903755,1443657639,1.78980004787,29,29,3652646439.9
"('4',)",31.263299942,1,0,1038.14879229,29,21,2,3.1263299942,29,5,3746540943.73,3746540943.83,3652646450.91,44.52757,-125.38075,0.0,34.624255825,29,21,internal_timestamp,2268.02001953,29,21,906919,1443657650,1.78830003738,29,29,3652646450.91
"('5',)",31.2628993988,1,0,1038.16284101,29,21,2,3.12628993988,29,5,3746540943.73,3746540943.83,3652646461.91,44.52757,-125.38075,0.0,34.6243086847,29,21,internal_timestamp,2271.08007812,29,21,909070,1443657661,1.78639996052,29,29,3652646461.91
"('6',)",31.2637004852,1,0,1038.17649129,29,21,2,3.12637004852,29,5,3746540943.73,3746540943.83,3652646472.9,44.52757,-125.38075,0.0,34.6241322275,29,21,internal_timestamp,2274.13989258,29,21,901871,1443657672,1.78610002995,29,29,3652646472.9
"('7',)",31.2646007538,1,0,1038.19057152,29,21,2,3.12646007538,29,5,3746540943.73,3746540943.83,3652646483.91,44.52757,-125.38075,0.0,34.6243944514,29,21,internal_timestamp,2277.20996094,29,21,907701,1443657683,1.78550004959,29,29,3652646483.91
"('8',)",31.2656002045,1,0,1038.20420729,29,21,2,3.12656002045,29,5,3746540943.73,3746540943.83,3652646494.91,44.52757,-125.38075,0.0,34.6244876118,29,21,internal_timestamp,2280.2199707,29,21,911134,1443657694,1.78519999981,29,29,3652646494.91
"('9',)",31.2661991119,1,0,1038.21829675,29,21,2,3.12661991119,29,5,3746540943.73,3746540943.83,3652646505.9,44.52757,-125.38075,0.0,34.624461508,29,21,internal_timestamp,2283.34008789,29,21,904871,1443657705,1.78450000286,29,29,3652646505.9
"('10',)",31.2665996552,1,0,1038.23268449,29,21,2,3.12665996552,29,5,3746540943.73,3746540943.83,3652646516.91,44.52757,-125.38075,0.0,34.6250809847,29,21,internal_timestamp,2286.38989258,29,21,910363,1443657716,1.78299999237,29,29,3652646516.91
"('11',)",31.2667999268,1,0,1038.24654545,29,21,2,3.12667999268,29,5,3746540943.73,3746540943.83,3652646527.91,44.52757,-125.38075,0.0,34.6251375221,29,21,internal_timestamp,2289.42993164,29,21,914542,1443657727,1.78180003166,29,29,3652646527.91
"('12',)",31.26720047,1,0,1038.26088776,29,21,2,3.126720047,29,5,3746540943.73,3746540943.83,3652646538.91,44.52757,-125.38075,0.0,34.6254075427,29,21,internal_timestamp,2292.54003906,29,21,909070,1443657738,1.78059995174,29,29,3652646538.91
"('13',)",31.2674007416,1,0,1038.2752199,29,21,2,3.12674007416,29,5,3746540943.73,3746540943.83,3652646549.93,44.52757,-125.38075,0.0,34.6258828391,29,21,internal_timestamp,2295.60009766,29,21,927356,1443657749,1.77900004387,29,29,3652646549.93
"('14',)",31.267999649,1,0,1038.28900259,29,21,2,3.1267999649,29,5,3746540943.73,3746540943.83,3652646560.91,44.52757,-125.38075,0.0,34.6257758701,29,21,internal_timestamp,2298.66992188,29,21,913090,1443657760,1.77839994431,29,29,3652646560.91
"('15',)",31.2691993713,1,0,1038.30287915,29,21,2,3.12691993713,29,5,3746540943.73,3746540943.83,3652646571.92,44.52757,-125.38075,0.0,34.6258750787,29,21,internal_timestamp,2301.73999023,29,21,916640,1443657771,1.77830004692,29,29,3652646571.92
"('16',)",31.2702007294,1,0,1038.3166045,29,21,2,3.12702007294,29,5,3746540943.73,3746540943.83,3652646582.91,44.52757,-125.38075,0.0,34.6257252527,29,21,internal_timestamp,2304.82006836,29,21,910207,1443657782,1.77820003033,29,29,3652646582.91
"('17',)",31.2703990936,1,0,1038.33104561,29,21,2,3.12703990936,29,5,3746540943.73,3746540943.83,3652646593.91,44.52757,-125.38075,0.0,34.6264232425,29,21,internal_timestamp,2307.86010742,29,21,914391,1443657793,1.77639997005,29,29,3652646593.91
"('18',)",31.2714004517,1,0,1038.34521512,29,21,2,3.12714004517,29,5,3746540943.73,3746540943.83,3652646604.92,44.52757,-125.38075,0.0,34.6268138131,29,21,internal_timestamp,2310.92993164,29,21,915287,1443657804,1.7757999897,29,29,3652646604.92
"('19',)",31.2716007233,1,0,1038.35940572,29,21,2,3.12716007233,29,5,3746540943.73,3746540943.83,3652646615.92,44.52757,-125.38075,0.0,34.6271889873,29,21,internal_timestamp,2313.97998047,29,21,919051,1443657815,1.77429997921,29,29,3652646615.92
"('20',)",31.2716007233,1,0,1038.37318128,29,21,2,3.12716007233,29,5,3746540943.73,3746540943.83,3652646626.92,44.52757,-125.38075,0.0,34.6272250121,29,21,internal_timestamp,2317.0,29,21,922780,1443657826,1.77289998531,29,29,3652646626.92
"('21',)",31.2723999023,1,0,1038.38719583,29,21,2,3.12723999023,29,5,3746540943.73,3746540943.83,3652646637.92,44.52757,-125.38075,0.0,34.6273622266,29,21,internal_timestamp,2320.08007812,29,21,917977,1443657837,1.77230000496,29,29,3652646637.92
"('22',)",31.2730998993,1,0,1038.40079447,29,21,2,3.12730998993,29,5,3746540943.73,3746540943.83,3652646648.91,44.52757,-125.38075,0.0,34.6271781329,29,21,internal_timestamp,2323.12988281,29,21,914496,1443657848,1.77190005779,29,29,3652646648.91
"('23',)",31.2742996216,1,0,1038.41477929,29,21,2,3.12742996216,29,5,3746540943.73,3746540943.83,3652646659.92,44.52757,-125.38075,0.0,34.6275037147,29,21,internal_timestamp,2326.17993164,29,21,917705,1443657859,1.77160000801,29,29,3652646659.92
"('24',)",31.2752990723,1,0,1038.42835952,29,21,2,3.12752990723,29,5,3746540943.73,3746540943.83,3652646670.92,44.52757,-125.38075,0.0,34.6272520331,29,21,internal_timestamp,2329.25,29,21,921583,1443657870,1.77160000801,29,29,3652646670.92
"('25',)",31.2765007019,1,0,1038.44250945,29,21,2,3.12765007019,29,5,3746540943.73,3746540943.83,3652646681.93,44.52757,-125.38075,0.0,34.6275612626,29,21,internal_timestamp,2332.34008789,29,21,925812,1443657881,1.77129995823,29,29,3652646681.93
"('26',)",31.2777004242,1,0,1038.4562552,29,21,2,3.12777004242,29,5,3746540943.73,3746540943.84,3652646692.92,44.52757,-125.38075,0.0,34.6276788323,29,21,internal_timestamp,2335.37988281,29,21,919507,1443657892,1.77119994164,29,29,3652646692.92
"('27',)",31.2786006927,1,0,1038.47015835,29,21,2,3.12786006927,29,5,3746540943.73,3746540943.84,3652646703.92,44.52757,-125.38075,0.0,34.6279668587,29,21,internal_timestamp,2338.40991211,29,21,922118,1443657903,1.77059996128,29,29,3652646703.92
"('28',)",31.2791996002,1,0,1038.48375434,29,21,2,3.12791996002,29,5,3746540943.73,3746540943.84,3652646714.92,44.52757,-125.38075,0.0,34.6277669432,29,21,internal_timestamp,2341.45996094,29,21,924740,1443657914,1.77009999752,29,29,3652646714.92
"('29',)",31.2800006866,1,0,1038.49768386,29,21,2,3.12800006866,29,5,3746540943.73,3746540943.84,3652646725.93,44.52757,-125.38075,0.0,34.6279188014,29,21,internal_timestamp,2344.52001953,29,21,927531,1443657925,1.76950001717,29,29,3652646725.93
"('30',)",31.2810001373,1,0,1038.51158364,29,21,2,3.12810001373,29,5,3746540943.73,3746540943.84,3652646736.92,44.52757,-125.38075,0.0,34.6282231275,29,21,internal_timestamp,2347.55004883,29,21,920499,1443657936,1.76900005341,29,29,3652646736.92
"('31',)",31.2823009491,1,0,1038.52519846,29,21,2,3.12823009491,29,5,3746540943.73,3746540943.84,3652646747.92,44.52757,-125.38075,0.0,34.628019952,29,21,internal_timestamp,2350.62988281,29,21,924529,1443657947,1.76929998398,29,29,3652646747.92
"('32',)",31.2835006714,1,0,1038.5389827,29,21,2,3.12835006714,29,5,3746540943.73,3746540943.84,3652646758.93,44.52757,-125.38075,0.0,34.6281345259,29,21,internal_timestamp,2353.67993164,29,21,928184,1443657958,1.76919996738,29,29,3652646758.93
"('33',)",31.2847995758,1,0,1038.55272348,29,21,2,3.12847995758,29,5,3746540943.73,3746540943.84,3652646769.93,44.52757,-125.38075,0.0,34.6282695978,29,21,internal_timestamp,2356.7199707,29,21,930787,1443657969,1.76919996738,29,29,3652646769.93
"('34',)",31.2858009338,1,0,1038.56641223,29,21,2,3.12858009338,29,5,3746540943.73,3746540943.84,3652646780.93,44.52757,-125.38075,0.0,34.6282470608,29,21,internal_timestamp,2359.77001953,29,21,933932,1443657980,1.76900005341,29,29,3652646780.93
"('35',)",31.2861995697,1,0,1038.58056533,29,21,2,3.12861995697,29,5,3746540943.73,3746540943.84,3652646791.93,44.52757,-125.38075,0.0,34.6287793878,29,21,internal_timestamp,2362.79003906,29,21,925250,1443657991,1.76760005951,29,29,3652646791.93
"('36',)",31.2870006561,1,0,1038.5943676,29,21,2,3.12870006561,29,5,3746540943.73,3746540943.84,3652646802.93,44.52757,-125.38075,0.0,34.6289481109,29,21,internal_timestamp,2365.82006836,29,21,927783,1443658002,1.76699995995,29,29,3652646802.93
"('37',)",31.2880992889,1,0,1038.60817347,29,21,2,3.12880992889,29,5,3746540943.73,3746540943.84,3652646813.93,44.52757,-125.38075,0.0,34.6289253054,29,21,internal_timestamp,2368.89990234,29,21,931035,1443658013,1.76689994335,29,29,3652646813.93
"('38',)",31.2879009247,1,0,1038.62279059,29,21,2,3.12879009247,29,5,3746540943.73,3746540943.84,3652646824.94,44.52757,-125.38075,0.0,34.6296654089,29,21,internal_timestamp,2371.95996094,29,21,936007,1443658024,1.76460003853,29,29,3652646824.94
"('39',)",31.2880992889,1,0,1038.63675869,29,21,2,3.12880992889,29,5,3746540943.73,3746540943.84,3652646835.94,44.52757,-125.38075,0.0,34.6297141736,29,21,internal_timestamp,2375.0300293,29,21,937751,1443658035,1.76339995861,29,29,3652646835.94
"('40',)",31.2887001038,1,0,1038.65033952,29,21,2,3.12887001038,29,5,3746540943.73,3746540943.84,3652646846.94,44.52757,-125.38075,0.0,34.6297585089,29,21,internal_timestamp,2378.0300293,29,21,939656,1443658046,1.76269996166,29,29,3652646846.94
"('41',)",31.2900009155,1,0,1038.66420078,29,21,2,3.12900009155,29,5,3746540943.73,3746540943.84,3652646857.93,44.52757,-125.38075,0.0,34.6298840454,29,21,internal_timestamp,2381.10009766,29,21,932703,1443658057,1.76269996166,29,29,3652646857.93
"('42',)",31.2912006378,1,0,1038.67800383,29,21,2,3.12912006378,29,5,3746540943.73,3746540943.84,3652646868.94,44.52757,-125.38075,0.0,34.6298805774,29,21,internal_timestamp,2384.17993164,29,21,936018,1443658068,1.76269996166,29,29,3652646868.94
"('43',)",31.2924995422,1,0,1038.69169758,29,21,2,3.12924995422,29,5,3746540943.73,3746540943.84,3652646879.94,44.52757,-125.38075,0.0,34.6300236923,29,21,internal_timestamp,2387.20996094,29,21,938966,1443658079,1.76269996166,29,29,3652646879.94
"('44',)",31.293800354,1,0,1038.70526412,29,21,2,3.1293800354,29,5,3746540943.73,3746540943.84,3652646890.94,44.52757,-125.38075,0.0,34.6298294366,29,21,internal_timestamp,2390.2800293,29,21,942739,1443658090,1.76300001144,29,29,3652646890.94
"('45',)",31.2942008972,1,0,1038.71939849,29,21,2,3.12942008972,29,5,3746540943.73,3746540943.84,3652646901.93,44.52757,-125.38075,0.0,34.6302506495,29,21,internal_timestamp,2393.32006836,29,21,934405,1443658101,1.76170003414,29,29,3652646901.93
"('46',)",31.2942008972,1,0,1038.73339722,29,21,2,3.12942008972,29,5,3746540943.73,3746540943.84,3652646912.94,44.52757,-125.38075,0.0,34.6305039603,29,21,internal_timestamp,2396.35009766,29,21,936181,1443658112,1.76010000706,29,29,3652646912.94
"('47',)",31.2956008911,1,0,1038.74693352,29,21,2,3.12956008911,29,5,3746540943.73,3746540943.84,3652646923.94,44.52757,-125.38075,0.0,34.6304475199,29,21,internal_timestamp,2399.38989258,29,21,940350,1443658123,1.76040005684,29,29,3652646923.94
"('48',)",31.295999527,1,0,1038.76102357,29,21,2,3.1295999527,29,5,3746540943.73,3746540943.84,3652646934.94,44.52757,-125.38075,0.0,34.630872251,29,21,internal_timestamp,2402.41992188,29,21,943190,1443658134,1.75909996033,29,29,3652646934.94
"('49',)",31.2961997986,1,0,1038.77529633,29,21,2,3.12961997986,29,5,3746540943.73,3746540943.84,3652646945.94,44.52757,-125.38075,0.0,34.6313636359,29,21,internal_timestamp,2405.4699707,29,21,937791,1443658145,1.75750005245,29,29,3652646945.94
"('50',)",31.2964000702,1,0,1038.78882902,29,21,2,3.12964000702,29,5,3746540943.73,3746540943.85,3652646956.94,44.52757,-125.38075,0.0,34.6309954004,29,21,internal_timestamp,2408.5300293,29,21,942856,1443658156,1.75670003891,29,29,3652646956.94
"('51',)",31.2968006134,1,0,1038.80292962,29,21,2,3.12968006134,29,5,3746540943.73,3746540943.85,3652646967.95,44.52757,-125.38075,0.0,34.6311855272,29,21,internal_timestamp,2411.61010742,29,21,947041,1443658167,1.75559997559,29,29,3652646967.95
"('52',)",31.2975997925,1,0,1038.81701304,29,21,2,3.12975997925,29,5,3746540943.73,3746540943.85,3652646978.94,44.52757,-125.38075,0.0,34.6316777302,29,21,internal_timestamp,2414.63989258,29,21,942064,1443658178,1.75469994545,29,29,3652646978.94
"('53',)",31.2989006042,1,0,1038.83068736,29,21,2,3.12989006042,29,5,3746540943.73,3746540943.85,3652646989.95,44.52757,-125.38075,0.0,34.6317098769,29,21,internal_timestamp,2417.68994141,29,21,947480,1443658189,1.75479996204,29,29,3652646989.95
"('54',)",31.2996997833,1,0,1038.84480636,29,21,2,3.12996997833,29,5,3746540943.73,3746540943.85,3652647000.95,44.52757,-125.38075,0.0,34.6318434045,29,21,internal_timestamp,2420.80004883,29,21,949858,1443658200,1.75419998169,29,29,3652647000.95
"('55',)",31.3008995056,1,0,1038.85861813,29,21,2,3.13008995056,29,5,3746540943.73,3746540943.85,3652647011.94,44.52757,-125.38075,0.0,34.6319606162,29,21,internal_timestamp,2423.86010742,29,21,943717,1443658211,1.7540999651,29,29,3652647011.94
"('56',)",31.300699234,1,0,1038.87285917,29,21,2,3.1300699234,29,5,3746540943.73,3746540943.85,3652647022.95,44.52757,-125.38075,0.0,34.6321551483,29,21,internal_timestamp,2426.94995117,29,21,948288,1443658222,1.75230002403,29,29,3652647022.95
"('57',)",31.3015003204,1,0,1038.88700933,29,21,2,3.13015003204,29,5,3746540943.73,3746540943.85,3652647033.95,44.52757,-125.38075,0.0,34.6325250409,29,21,internal_timestamp,2430.02001953,29,21,953469,1443658233,1.75150001049,29,29,3652647033.95
"('58',)",31.3019008636,1,0,1038.9009675,29,21,2,3.13019008636,29,5,3746540943.73,3746540943.85,3652647044.95,44.52757,-125.38075,0.0,34.6326153101,29,21,internal_timestamp,2433.09008789,29,21,947315,1443658244,1.75049996376,29,29,3652647044.95
"('59',)",31.3027000427,1,0,1038.91482079,29,21,2,3.13027000427,29,5,3746540943.73,3746540943.85,3652647055.95,44.52757,-125.38075,0.0,34.6326628879,29,21,internal_timestamp,2436.15991211,29,21,952933,1443658255,1.75,29,29,3652647055.95
"('60',)",31.3036994934,1,0,1038.92892444,29,21,2,3.13036994934,29,5,3746540943.73,3746540943.8,3652647066.95,44.52757,-125.38075,0.0,34.6330692529,29,21,internal_timestamp,2439.2199707,29,21,947290,1443658266,1.74940001965,29,29,3652647066.95
"('61',)",31.3043003082,1,0,1038.9427148,29,21,2,3.13043003082,29,5,3746540943.73,3746540943.8,3652647077.95,44.52757,-125.38075,0.0,34.633212741,29,21,internal_timestamp,2442.25,29,21,951706,1443658277,1.7486000061,29,29,3652647077.95
"('62',)",31.3048992157,1,0,1038.95648726,29,21,2,3.13048992157,29,5,3746540943.73,3746540943.8,3652647088.96,44.52757,-125.38075,0.0,34.6332376983,29,21,internal_timestamp,2445.30004883,29,21,957721,1443658288,1.74790000916,29,29,3652647088.96
"('63',)",31.3052997589,1,0,1038.97048283,29,21,2,3.13052997589,29,5,3746540943.73,3746540943.8,3652647099.95,44.52757,-125.38075,0.0,34.6333248928,29,21,internal_timestamp,2448.37988281,29,21,952373,1443658299,1.74689996243,29,29,3652647099.95
"('64',)",31.3057994843,1,0,1038.9844669,29,21,2,3.13057994843,29,5,3746540943.73,3746540943.8,3652647110.96,44.52757,-125.38075,0.0,34.6336652903,29,21,internal_timestamp,2451.40991211,29,21,959481,1443658310,1.74580001831,29,29,3652647110.96
"('65',)",31.3071994781,1,0,1038.99849168,29,21,2,3.13071994781,29,5,3746540943.73,3746540943.8,3652647121.95,44.52757,-125.38075,0.0,34.6339113363,29,21,internal_timestamp,2454.5,29,21,954327,1443658321,1.74580001831,29,29,3652647121.95
"('66',)",31.3082008362,1,0,1039.01196685,29,21,2,3.13082008362,29,5,3746540943.73,3746540943.8,3652647132.96,44.52757,-125.38075,0.0,34.6336855145,29,21,internal_timestamp,2457.55004883,29,21,959902,1443658332,1.74580001831,29,29,3652647132.96
"('67',)",31.3092002869,1,0,1039.0255528,29,21,2,3.13092002869,29,5,3746540943.73,3746540943.8,3652647143.96,44.52757,-125.38075,0.0,34.633681045,29,21,internal_timestamp,2460.58007812,29,21,956302,1443658343,1.74559998512,29,29,3652647143.96
"('68',)",31.3101997375,1,0,1039.03957866,29,21,2,3.13101997375,29,5,3746540943.73,3746540943.8,3652647154.96,44.52757,-125.38075,0.0,34.6338619318,29,21,internal_timestamp,2463.66992188,29,21,961653,1443658354,1.74520003796,29,29,3652647154.96
"('69',)",31.3104000092,1,0,1039.05393915,29,21,2,3.13104000092,29,5,3746540943.73,3746540943.8,3652647165.95,44.52757,-125.38075,0.0,34.6344665651,29,21,internal_timestamp,2466.7199707,29,21,954241,1443658365,1.74349999428,29,29,3652647165.95
"('70',)",31.3113994598,1,0,1039.06760547,29,21,2,3.13113994598,29,5,3746540943.73,3746540943.8,3652647176.96,44.52757,-125.38075,0.0,34.6344534799,29,21,internal_timestamp,2469.77001953,29,21,958575,1443658376,1.74329996109,29,29,3652647176.96
